Metabolites,min_glc,max_glc,min_mets_glc,max_mets_glc,min_lacD,max_lacD,min_ac,max_ac,min_etoh,max_etoh
LC_nadph_c,-13.8155105579643,-2.99573227355399,-9.41490753771746,-8.31629524904935,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_nh4_c,-13.8155105579643,-2.99573227355399,-12.2802829136422,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_o2_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_oaa_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-8.49861003249482,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_orot_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pe160_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pe161_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pe181_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pep_c,-13.8155105579643,-2.99573227355399,-9.40658909728511,-8.69631985731367,-12.3277279797838,-2.99573227355399,-12.3277279857741,-2.99573227355399,-12.3277279776127,-2.99573227355399
LC_pg160_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pg161_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pg181_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_phe-L_c,-13.8155105579643,-2.99573227355399,-9.88722058007226,-9.69193087047384,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pi_c,-13.8155105579643,-4.17363877788571,-12.2961153921243,-9.85316781874124,-13.8155105579643,-4.17363877788571,-13.8155105579643,-4.17363877788571,-13.8155105579643,-4.17363877788571
LC_ppi_c,-13.8155105579643,-2.99573227355399,-10.5711124943318,-7.04251877688538,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pro-L_c,-13.8155105579643,-2.99573227355399,-9.71950071642311,-8.96113928634268,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ptrc_c,-13.8155105579643,-2.99573227355399,-9.43837683659132,-8.82133798725785,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pydx5p_c,-13.8155105579643,-2.99573227355399,-9.01148951323102,-7.91287722456291,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_pyr_c,-13.8155105579643,-2.99573227355399,-9.6566274746046,-8.94635823463317,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_q8_c,-13.8155105579643,-2.99573227355399,-13.0477534200627,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_q8h2_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-3.76348941145554,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_r5p_c,-13.8155105579643,-2.99573227355399,-11.8985879457822,-9.63193486201423,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ribflv_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ru5p-D_c,-13.8155105579643,-2.99573227355399,-9.79373668857701,-8.51619369108315,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_s17bp_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_s7p_c,-13.8155105579643,-2.99573227355399,-8.75672022198097,-8.1574230425702,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_ser-L_c,-13.8155105579643,-2.99573227355399,-9.22039070782968,-7.56360667479839,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_so4_c,-13.8155105579643,-3.00150459854772,-13.8155105579643,-3.00150459854772,-13.8155105579643,-3.00150459854772,-13.8155105579643,-3.00150459854772,-13.8155105579643,-3.00150459854772
LC_spmd_c,-13.8155105579643,-2.99573227355399,-12.6824968425788,-11.5838845539107,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_succ_c,-13.8155105579643,-2.99573227355399,-9.69810072281118,-9.4639431307751,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_succoa_c,-13.8155105579643,-2.99573227355399,-9.0806299748186,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_thf_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_thmpp_c,-13.8155105579643,-2.99573227355399,-9.59600285278817,-6.69425810471973,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_thr-L_c,-13.8155105579643,-2.99573227355399,-9.63041163247371,-8.37612775113763,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_trdox_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_trdrd_c,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_trp-L_c,-13.8155105579643,-2.99573227355399,-11.6407588364801,-11.2818137440068,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_tyr-L_c,-13.8155105579643,-2.99573227355399,-10.5616537642008,-10.0517555692052,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_udcpdp_c,-13.8155105579643,-2.99573227355399,-9.52505111681588,-6.30180131012457,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_utp_c,-13.8155105579643,-2.99573227355399,-7.99839939800107,-6.97389508148668,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_val-L_c,-13.8155105579643,-2.99573227355399,-8.60003146972524,-8.4314743160137,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_xu5p-D_c,-13.8155105579643,-2.99573227355399,-13.0937528303967,-5.138326972041,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399,-13.8155105579643,-2.99573227355399
LC_5mtr_e,-18.4206807439524,-2.30258509299404,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299404,-18.4206807439524,-2.30258509299404,-18.4206807439524,-2.30258509299404
LC_ac_e,-18.4206807439524,-2.30258509299405,-15.0884762337772,-12.1035160572051,-18.4206807439524,-2.30258509299405,-17.1933772771166,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_acald_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_acser_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_akg_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_ala-D_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
LC_ala-L_e,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405,-18.4206807439524,-2.30258509299405
